subscriber_count,video_count,total_views,avg_likes_per_video,avg_comments_per_video,channel_age_days,has_custom_thumbnail,has_description,uploads_per_month,engagement_rate,is_fake
636,276,8299,56,42,1468,1,1,2.7,11.76,0
42,796,111712,8,11,1035,1,1,0.5,5.8,0
184,1,537,0,4,77,1,1,1.6,5.0,1
12212,402,98073,3,58,521,0,0,4.9,9.39,0
123,75,561,10,1,1799,1,1,1.5,11.77,0
23,0,315,0,0,72,0,1,0.2,0.32,1
26,442,19,4,0,724,1,0,9.8,3.3,1
407,57,70505,4,4,2310,1,1,4.1,15.0,0
2088,6,22005,9,1,582,1,0,0.4,3.0,1
12,62,554253,33,10,2123,1,1,2.8,5.58,0
7,1,87529,66,0,2263,1,1,2.2,15.0,0
640,22,42588,45,12,2388,1,1,2.5,7.85,0
5441,39,179130,7,8,1501,1,0,4.9,13.0,0
2321,50,47853,18,11,1729,1,1,9.2,12.71,0
11,11,364,2,0,30,0,1,0.2,2.91,1
322,3,282,0,11,71,0,1,9.2,2.1,1
4919,226,1595,106,2,30,1,1,13.7,4.05,0
169,32,3401,33,22,1372,1,1,3.8,2.37,0
2348,83,67796,10,2,2595,1,1,2.0,12.48,0
93,67,4736,71,90,1101,1,1,1.3,4.05,0
58175,90,23039,18,15,111,1,1,1.3,9.91,0
13,420,1086,2,1,18,1,0,2.0,0.23,1
0,22,1758,1,3,406,1,1,0.4,0.35,1
14033,82,636,38,2,2159,1,1,2.3,5.95,0
147,122,869245,228,3,2087,1,1,0.5,7.25,0
18,36,7,3,2,207,1,1,0.5,1.26,1
2114,18,90857,91,3,807,1,1,3.6,15.0,0
2267,18,3437,31,19,2254,1,1,2.5,1.66,0
1018,19,5,13,2,223,1,1,3.9,5.0,1
1371,32,270773,311,30,399,0,1,2.3,5.72,0
30,136,1552,35,0,209,0,1,0.8,1.06,1
45,8,1732,20,9,987,0,0,0.0,5.0,1
603,62,3,0,1,348,1,0,1.7,5.0,1
81,8,967,11,1,691,0,1,3.2,3.17,1
3280,86,119746,62,39,1114,1,1,1.8,2.58,0
0,58,15067,3,1,181,0,1,5.6,3.33,1
980,26,14384,4,9,1265,1,1,0.8,7.65,0
21,21,14252,0,0,899,1,1,1.3,4.15,1
10262,83,19941,9,8,1899,1,1,2.0,5.38,0
5,15,89,13,7,32,0,1,0.0,5.0,1
2451,146,1610306,12,1,1595,1,1,19.2,5.69,0
309,2,24,15,4,544,0,1,0.4,0.3,1
113,0,26,0,0,233,0,1,0.3,0.04,1
122,28,47,2,2,700,1,1,8.8,0.61,1
2,115,12462,38,16,1510,1,1,1.3,3.2,0
71,9,82,0,1,236,0,1,1.2,5.0,1
24,1,622,2,6,1084,0,1,1.3,0.26,1
300644,232,1576060,23,127,1612,1,1,4.4,12.39,0
838,1,5,14,0,20,1,1,5.1,1.79,1
292,95,67046,30,0,1206,1,1,1.1,15.0,0
25,68,130,1,1,639,1,1,0.8,0.63,1
659,0,485,3,0,10,1,1,0.0,2.63,1
173176,1009,28622615,3,33,1404,1,1,4.2,15.0,0
9,215,9190,77,30,1152,1,1,2.4,7.05,0
487,55,39219,19,2,1787,1,1,1.8,0.9,0
7824,407,30709,499,0,1389,1,1,6.0,6.41,0
98,4,20827,0,9,93,0,1,1.2,0.92,1
55,896,47,0,8,92,0,1,2.5,2.57,1
85,26,21053,0,1,89,0,1,1.8,4.1,1
293,78,336,0,0,291,0,0,0.2,5.0,1
1013,36,1045,54,58,827,1,1,3.3,6.37,0
4292,43,116270,43,12,1598,1,0,5.2,9.54,0
15,105,161,14,3,764,1,1,3.8,1.64,1
857,243,967006,3,99,2944,0,1,4.0,8.68,0
6,9,27274,2,4,1791,1,1,1.5,10.29,0
639,3,707,33,1,2118,1,0,1.8,12.89,0
0,0,536,0,13,167,0,0,0.1,0.95,1
3116,31,136439,24,4,1092,0,1,1.8,8.72,0
1,183,2263,32,7,833,1,1,2.4,15.0,0
40,34,178,0,9,267,0,0,7.5,2.37,1
8000,229,12409,3,0,30,1,0,2.6,7.13,0
14559,9,515880,16,7,1216,1,1,2.9,9.61,0
3,0,4,8,1,42,0,0,0.4,2.39,1
4488,77,11954048,7,3,1050,1,1,2.0,15.0,0
517,178,27592,31,2,3349,1,1,14.4,11.02,0
3793,32,311053,140,3,107,1,1,1.8,7.87,0
19709,17,279988,26,22,2234,1,1,1.4,15.0,0
21,484,105094,1,1,95,1,1,2.9,4.23,1
140,38,0,2,0,303,0,1,0.1,4.52,1
238283,33,190855,112,0,930,1,1,2.0,0.36,0
42735,92,84794,294,5,993,1,1,4.3,4.96,0
59557,307,78321,5,71,1524,1,1,2.6,7.63,0
149419,23,11795,1383,16,998,1,1,3.1,15.0,0
63,1,835,0,0,99,0,0,1.3,2.49,1
44,77,2979,7,3,978,1,1,7.2,4.08,0
12,45,397,3,9,5,0,1,0.2,0.07,1
67,62,1957,41,3,301,0,0,0.0,0.33,1
1304,26,249,210,7,1181,1,1,0.9,6.96,0
99,10,2877,0,2,323,1,1,0.6,2.0,1
135,11,2512,16,6,385,1,0,2.7,1.82,1
16750,6,37943,1,171,525,1,1,1.2,5.58,0
453,430,1185889,116,17,1502,1,1,4.3,5.18,0
24,8,8,1,2,144,0,1,6.5,3.53,1
1,2,145,14,0,730,0,0,1.4,5.0,1
1300,54,6068,280,1,256,1,1,0.7,3.38,0
3,4,990,5,0,35,1,0,5.1,5.0,1
173,1,20229,17,5,183,1,0,0.1,1.48,1
204,5,659,0,8,149,1,0,0.9,0.02,1
36,7,29,0,4,255,0,1,6.5,0.96,1
3378,71,67421,39,3,1602,1,1,1.8,7.93,0
18,65,1407,24,5,1099,1,1,2.3,4.52,0
232,3,222,7,0,13,0,1,0.9,2.25,1
272965,148,37356,88,1,973,1,1,2.1,15.0,0
32,4,558,23,1,84,1,1,1.0,0.21,1
1042,52,6354,24,11,1663,1,1,0.7,3.1,0
373,4,1268,18,0,1424,1,1,3.0,1.92,1
211,80,48770,26,29,2039,1,1,2.3,9.94,0
314,525,471549,1,0,663,1,0,3.3,0.44,1
271,19,26,23,2,265,0,1,0.2,2.55,1
10,750,93,2,37,45,0,1,2.1,2.36,1
0,75,10701,68,2,1357,1,1,1.4,4.5,0
33,23,2236,3,0,194,0,1,12.3,0.05,1
1,170,208261,105,11,979,1,1,1.7,4.33,0
0,10,8,6,0,155,0,1,3.8,2.58,1
425,9,3546,19,28,1327,1,1,1.5,6.44,0
2198,153,5805,86,26,1620,1,1,3.3,7.62,0
111,3,112008,3,2,571,1,1,6.0,10.76,0
229,262,8038,344,0,1980,1,1,1.7,3.75,0
538,40,456,6,0,367,1,1,5.3,4.17,1
2972,83,40892,77,23,2175,0,1,2.9,13.32,0
70,29,80414,30,27,2198,1,1,1.6,2.91,0
13,5,19,2,2,391,1,1,0.3,3.38,1
434801,19,81654,268,2,1179,1,1,2.8,2.62,0
242,741,28017,6,4,560,1,0,2.0,2.91,1
111,72,81222582,6,8,1911,1,1,3.7,7.49,0
64,6,13,5,15,45,0,1,0.6,0.78,1
20,52,7394,0,0,525,1,0,0.1,3.25,1
463,488,6535,8,6,3201,1,1,2.7,7.63,0
4755,30,274684,1,5,1828,1,1,0.6,8.42,0
5310,42,2752,8,27,201,1,0,2.1,6.79,0
1312,7,111,34,4,325,0,1,0.1,1.6,1
1487,366,18131,95,3,604,0,1,0.5,1.58,0
7438,27,296,6,0,1234,1,1,5.6,5.67,0
249,72,4,37,1,150,1,0,0.9,2.59,1
197,32,12573,0,13,1554,1,1,10.4,15.0,0
370,204,64706,181,33,659,1,1,1.9,12.73,0
79986,18,197549,23,79,181,1,1,1.0,15.0,0
5547,46,596125,195,12,30,1,1,0.4,10.18,0
873,80,3050,66,4,1831,1,1,2.1,10.71,0
48,5,946,0,29,172,1,0,0.2,2.27,1
21,8,7,0,0,72,1,1,3.6,3.13,1
51,17,48542,5,0,38,1,0,2.1,5.0,1
337,195,13,11,0,305,1,1,1.4,4.16,1
6084,546,506473,11,43,490,1,1,1.7,2.46,0
74,149,1127,55,7,1340,1,0,1.8,15.0,0
4,5,43,1,14,310,1,1,6.4,3.42,1
83,48,337,40,9,373,1,1,3.6,5.67,0
8664,401,499,8,21,2197,1,1,3.6,6.78,0
13,8,78,5,0,101,1,1,0.2,2.31,1
98,133,17458,30,0,1773,1,1,5.8,4.41,0
72,393,27897,5,1,1911,1,1,1.1,3.89,0
1233,162,64027,96,4,2019,1,1,3.0,6.92,0
465,4,9634554,7,22,1041,1,1,3.1,9.79,0
6,20,56,13,55,370,1,0,2.8,2.89,1
603,80,100,7,29,1732,1,1,12.6,3.46,0
1392,236,26017,41,1,1585,1,1,12.1,2.36,0
16,26,15,8,0,382,1,0,1.2,1.05,1
29,3,18,1,0,104,1,1,0.2,0.3,1
381,80,656,0,3,80,1,0,0.4,0.49,1
33,6,279,21,0,177,0,1,1.6,2.09,1
45,13,44272,414,2,1343,1,1,1.7,15.0,0
124,3,33970,20,0,5,0,1,0.1,0.71,1
7336,111,2432952,51,54,1569,1,1,1.8,1.58,0
220,731,370,33,56,3109,1,0,1.8,6.66,0
97,32,622,0,1,414,1,1,1.6,0.18,1
530,94,78184,16,9,1977,1,1,0.3,2.61,0
16267,249,88767,42,49,1664,1,1,1.8,3.79,0
67794,56,23018,805,25,1344,1,1,3.4,4.09,0
75,357,1952,5,1,623,1,0,0.9,2.34,1
15065,11,634,166,2,1496,1,1,0.9,8.37,0
243,30,1,13,4,553,1,1,1.5,0.07,1
324,9,541377,6,7,1640,1,1,1.5,10.96,0
88,8,26449,4,26,1571,1,1,2.7,15.0,0
131,49,503997,21,13,1658,1,1,1.1,15.0,0
111,425,121,11,9,317,0,0,0.0,5.0,1
124,6,48,0,10,670,1,1,2.9,0.68,1
6,13,64904,317,26,451,1,1,2.2,5.02,0
101,0,20,1,2,232,1,1,0.8,0.14,1
70839,5,2078,7,25,1794,1,0,9.2,15.0,0
326,177,957,2,0,1627,1,1,6.7,15.0,0
16,339,1119,7,0,413,0,0,1.5,0.33,1
200,16,750,1,12,274,1,1,0.1,0.63,1
2037,828,3646,0,3,1614,1,0,3.5,6.88,0
6214,7,39544,52,33,1547,1,1,3.7,11.83,0
62,33,606,11,15,19,0,1,2.5,2.14,1
4984,3,2954,15,4,1883,1,1,2.7,15.0,0
33470,3,5645,13,33,1007,1,1,1.7,10.58,0
57000,7,91293,58,2,2057,1,1,3.5,10.8,0
2342,28,20678,20,6,1677,0,1,0.7,3.95,0
707,56,1000688,134,27,1491,1,1,4.6,7.06,0
190,10,1707,47,5,67,0,1,5.3,4.97,1
23,299,1076857,4,3,1689,1,1,4.4,12.44,0
21,40,12,2,1,295,0,0,4.0,4.9,1
70737,466,7432,244,11,1410,1,1,13.7,15.0,0
484,30,8359,7,8,2011,1,0,1.6,5.49,0
23,15,18,1,8,5,1,1,0.3,5.0,1
26,6,2269,0,0,449,1,1,1.7,1.47,1
54496,25,24651,200,22,1852,1,1,3.8,15.0,0
180,23,16191,3,1,450,0,1,1.6,0.11,1
878,455,574,2,3,1640,1,1,2.0,5.41,0
6361,129,4044,1,2,1869,0,1,5.9,7.62,0
7367,31,20589,4,36,1938,1,0,1.5,6.21,0
4525,482,29042,21,4,30,1,1,7.7,15.0,0
99,332,5,1,32,189,0,1,1.5,3.1,1
175,509,576,110,2,2307,1,1,1.7,4.45,0
86,3,3,3,0,391,1,1,0.8,0.34,1
275416,14,4627,7,3,989,1,1,3.8,8.92,0
9,6,152,0,2,257,1,0,4.7,1.89,1
5843,2,606,7,1,66,0,1,0.7,1.69,1
32,29,415,3,5,282,1,0,7.8,1.1,1
918,7,2308,21,15,2495,1,1,0.9,12.55,0
13,68,65123,15,2,37,1,1,1.3,1.03,1
5,465,23603,22,16,1695,1,1,1.8,15.0,0
1025,10,38964,192,6,1527,1,1,3.2,5.57,0
84,20,1993,12,8,48,1,1,0.4,0.63,1
381,8,20534,9,0,113,1,0,0.9,1.87,1
112882,63,679,41,12,1636,1,1,0.9,10.32,0
247,149,15081,0,29,406,1,1,0.9,2.51,1
1517,6,751,2,3,1333,1,1,2.6,3.72,0
498,323,19925,1,0,2226,0,1,1.4,10.3,0
1838,54,42909,23,4,2532,1,1,3.9,15.0,0
109,22,357,3,3,86,1,1,2.2,0.37,1
2703,95,1200595,186,11,950,1,1,5.5,1.66,0
18,56,7843,19,17,2102,1,1,1.5,2.03,0
4561,85,356221,51,7,969,1,1,29.9,4.22,0
139,21,38012,14,2,1871,1,1,18.6,8.04,0
277,368,1952,5,1,848,1,0,0.8,0.83,1
5078,65,713,20,1,1111,1,1,1.2,15.0,0
5,21,2400,7,13,49,1,1,0.2,2.7,1
2466,24,993,6,2,1736,1,0,2.3,9.3,0
2009,12,12869,1,5,1001,1,0,1.4,2.48,0
186,1,134,2,0,227,1,1,6.1,0.14,1
148,0,1189,1,0,161,1,1,2.2,1.88,1
115,215,30530,44,2,2128,1,1,1.5,8.61,0
125,58,908,13,3,493,0,1,0.8,3.99,1
92,431,9941,1,2,840,0,1,9.8,1.28,1
150,129,36241,4,0,78,1,0,0.3,4.92,1
455,361,427084,56,0,1242,1,1,1.6,11.61,0
128,587,1081,4,3,1494,1,1,1.8,12.41,0
7,45,100,11,7,1141,1,1,1.4,14.65,0
0,16,116,0,14,330,0,0,9.0,3.25,1
23,8,10000000,0,0,225,0,1,1.0,4.16,1
55,4,680,2,1,55,1,1,4.2,0.3,1
835902,143,135,88,1,1131,1,1,2.7,4.67,0
1238,486,168,1,0,202,1,1,3.0,0.87,1
561,4,404,1,18,1018,1,0,3.0,9.25,0
116391,47,11600,46,2,1676,1,1,3.7,10.96,0
173,0,691,2,14,158,1,0,1.6,5.0,1
1232,1555,651916,48,1,1653,1,1,1.7,9.39,0
4559,66,2556,71,23,1713,1,1,2.8,15.0,0
665,47,269196,5,108,1885,1,1,2.9,0.14,0
12,0,51,72,10,321,0,1,0.8,0.68,1
12,79,1607060,20,11,1779,1,1,2.6,14.03,0
19,12,2712,97,2,49,0,0,0.6,1.81,1
359,44,9851,18,2,1298,1,1,4.4,3.03,0
0,0,3114,6,0,270,1,0,2.9,1.35,1
489,31,2343,2,10,67,1,1,0.1,2.38,1
889,22,100,2,10,960,1,1,3.3,15.0,0
16,4,614,0,0,292,1,0,3.4,1.29,1
101,20,139,0,2,710,1,1,3.9,0.13,1
99,0,716,18,2,44,1,1,0.6,0.34,1
23,7,0,0,0,496,0,1,2.7,4.0,1
1,5,176,22,1,1277,1,0,0.1,0.53,1
3342,12,81307,32,5,1484,0,1,2.4,10.35,0
5234,2879,2243157,2,19,528,1,1,2.9,7.89,0
1552,15,615,2,0,8,1,0,0.6,2.71,1
10,60,376968,92,7,865,1,1,2.0,4.39,0
2020,5,19042,27,12,2407,1,1,0.9,10.86,0
210122,3,56506,21,6,1258,0,1,8.4,14.37,0
117,4,473,4,3,92,1,1,4.2,0.72,1
1,9,245,3,0,149,0,0,0.7,4.95,1
51,19,98997,44,4,1630,1,1,2.3,3.92,0
141,1,5662169,1,0,609,0,1,3.4,0.28,1
0,52,11870,0,0,192,0,1,5.0,1.17,1
143,15,2,0,9,187,1,0,4.0,0.37,1
463,0,1052,0,2,193,0,1,0.2,1.54,1
279,18,88,3,0,142,1,1,2.4,0.33,1
1859,184,2192731,119,6,847,1,1,1.7,7.27,0
102,66,47,0,5,124,0,0,0.5,0.77,1
256,42,100,6,17,2717,1,1,2.8,10.85,0
1635,47,818277,49,18,814,0,1,3.5,2.23,0
5,3,23645,39,8,290,0,0,9.8,0.25,1
394,40,100,44,22,1234,1,1,1.1,4.22,0
1529,57,1357,4,25,886,1,1,4.8,7.54,0
723,20,67433,4,3,1205,1,1,0.7,4.18,0
927,414,660035,33,4,1177,1,1,1.5,3.77,0
11,16,1080,0,0,218,1,1,3.6,1.95,1
12,14,1407,3,1,162,0,0,0.0,0.92,1
193,7,19516,1,0,1078,0,0,1.9,0.42,1
12,38,909864,3,19,2380,1,0,8.5,1.06,0
1146,67,248896,11,211,2735,1,1,3.9,15.0,0
128,10,7886,15,1,1125,1,1,1.0,3.08,0
13580,462,6663,94,21,2146,1,1,6.0,1.99,0
3815,3,1442,3,11,1009,1,1,4.1,3.61,0
5,4,611,39,0,62,1,0,1.1,0.25,1
901,22,6446,3,13,399,1,1,6.9,3.76,0
7,61,5228,134,8,1724,1,1,2.3,4.1,0
548,395,383,38,3,2407,1,1,6.7,9.89,0
2091,18,149067,1,5,1172,1,1,2.1,1.14,0
14,441,2362,11,0,1196,1,1,7.7,11.24,0
16,37,1428,0,35,1024,1,0,1.1,1.35,1
38947,11,1094,16,26,1813,1,1,1.3,7.84,0
55,30,50,0,5,34,1,1,2.9,5.0,1
88,351,217641,2235,7,1842,0,1,1.6,9.37,0
3380,70,481,21,11,885,1,1,6.9,4.5,0
4,8,2827,0,5,14,1,1,0.8,3.79,1
946,26,84194,269,133,1678,1,1,5.4,5.77,0
576,49,7283,5,0,31,1,0,0.7,0.19,1
6729,51,193071,86,6,1522,1,1,16.3,5.55,0
4,30,141,0,0,533,1,0,3.5,1.75,1
9,120,9,5,3,20,0,0,5.7,5.0,1
1248,238,2419,29,4,2031,0,1,3.9,15.0,0
116,45,110356,1,15,1016,1,1,1.9,3.68,0
434,33,298482,10,29,811,1,1,5.3,11.9,0
6,6,30,16,8,59,0,0,2.1,2.27,1
362,29,1162,1,0,318,1,1,0.6,0.44,1
109,21,274,0,4,76,1,1,1.9,5.0,1
21,25,191438,9,2,1803,1,1,0.4,4.65,0
34,329,25,5,0,816,1,1,1.2,0.08,1
922,188,6827,70,1,1637,1,1,1.4,15.0,0
9725,2,6913,9,42,1704,1,1,4.3,10.07,0
73729,220,410221,6,62,192,1,1,4.9,6.03,0
202,1,1400,1,1,217,1,1,3.6,0.69,1
6551,262,353,29,50,2469,1,0,1.0,2.76,0
37,44,1636,5,0,150,0,0,2.1,3.35,1
50707,32,4776,16,25,1250,1,1,2.2,10.33,0
0,8,41,0,0,17,1,1,1.3,1.24,1
13,20,334,24,0,183,0,0,0.7,0.61,1
476,104,249,281,29,52,0,1,1.6,1.59,1
63,52,544,61,6,1147,0,0,0.0,1.38,1
157,40,18165,63,1,621,1,1,1.4,6.05,0
1277,9,263,2,14,239,0,1,4.9,0.46,1
1084,735,6416,10,4,1588,1,1,6.0,6.65,0
1460,1,0,2,4,264,0,0,3.9,0.0,1
1432,56,98625,9,1,851,1,1,3.5,9.56,0
24,5,109,3,0,57,1,1,0.5,3.32,1
80,77,2324,29,34,2774,1,0,1.5,9.27,0
284,338,1396480,172,5,1486,1,1,2.1,8.96,0
11898,7,100,154,35,1123,1,1,1.9,14.45,0
86,6,1268,0,5,113,1,0,2.1,0.22,1
419,57,858,2,0,76,1,1,1.3,3.29,1
677,576,189828,91,1,2873,1,1,1.5,11.13,0
97,22,74535,22,17,2183,0,1,3.3,3.61,0
21,4,530,1,3,364,0,0,3.2,5.0,1
49,100,2066,8,9,19,0,1,1.2,4.08,1
13326,365,100,4,2,591,1,1,3.2,15.0,0
6,5,1469,10,3,113,1,1,0.5,1.21,1
13,1213,8039,2,4,2318,0,1,1.3,15.0,0
2,185,2155,20,1,274,1,1,6.8,5.0,1
601,1,8604,28,12,822,1,1,6.4,3.36,0
4,240,3785,29,0,1343,1,1,2.0,15.0,0
6247,698,30101,8,88,1216,1,1,2.1,5.39,0
225,29,400,0,9,23,0,1,0.9,1.62,1
26,1,241,0,15,116,0,0,1.3,3.85,1
1276,368,251,14,0,190,1,1,1.0,5.0,1
1735,8,10021,100,5,635,1,1,15.1,15.0,0
1659,81,3131,1,1,1290,1,1,1.1,6.89,0
106,4,13963,0,2,79,0,1,2.5,0.49,1
182,459,246,0,14,748,1,1,9.0,8.41,0
16,10,17029,1,7,277,1,1,0.2,0.86,1
4,32,469,25,0,259,1,1,1.7,5.0,1
22836,4,54016,2,1,1194,0,1,4.6,4.6,0
26,9,1715,3,0,17,1,1,0.0,1.73,1
2,24,11,4,1,23,1,1,1.1,1.31,1
15252,1,8650,14,1,637,1,1,1.3,6.14,0
248,121,1416,83,5,2391,1,1,1.7,4.4,0
4773,14,97159,12,9,1571,1,1,2.0,7.99,0
0,8,12,7,1,3,0,1,1.4,0.48,1
302307,47,270067,420,2,1191,1,1,2.5,12.2,0
12867,10,2480,32,2,867,1,1,3.0,8.56,0
256,9,711,5,4,207,1,1,1.5,4.8,1
59,184,684,0,0,116,0,0,0.1,0.47,1
198,3,214,0,1,114,0,0,0.8,2.53,1
3423,9,67570,109,62,324,1,1,0.6,4.28,0
2362,36,5043403,3,3,1354,1,1,0.7,13.96,0
1,3,0,0,0,320,0,0,0.2,2.67,1
164,6,245,32,0,25,1,0,0.6,0.44,1
20,23,7984,17,4,799,1,1,1.6,4.75,0
26,31,16,0,12,57,0,0,0.4,1.91,1
124,20,361,13,0,822,1,1,3.6,1.78,1
57,129,3904096,71,16,1446,0,1,3.4,13.25,0
569,1,1388,3,5,690,1,1,0.6,1.58,1
11080,54,52265,1052,9,974,1,0,1.4,15.0,0
436,0,36,7,0,299,1,1,2.1,5.0,1
47,36,34367,9,2,1477,1,1,3.2,11.46,0
119,5,1502759,17,8,2541,1,1,2.9,4.86,0
18821,22,330776,231,7,760,1,1,1.5,14.42,0
82,1,57,500,0,16,1,0,0.2,0.77,1
126,11,60858,12,8,1342,1,1,1.6,13.98,0
80,5,15328,10,6,471,1,0,2.5,0.09,1
6,14,3388,0,0,8,1,1,5.7,0.54,1
584,10,8633,2,0,1158,1,0,3.1,1.38,1
114,26,2088,5,8,749,0,1,0.3,1.5,1
37,2,9,1,2,170,0,0,2.7,0.65,1
398,10,11386,34,4,934,1,1,1.0,10.35,0
63,547,1549,5,12,1793,0,1,0.7,7.11,0
6677,40,584,0,2,1562,1,1,3.0,11.32,0
1354,326,127262,83,41,1676,1,0,10.7,2.14,0
70,852,354,19,1,2064,1,1,3.7,2.65,0
11,56,4665,1,2,286,1,0,5.6,0.64,1
179,15,9055,12,6,900,1,1,3.8,5.01,0
2007,6,37,32,2,263,0,1,1.0,2.06,1
595,82,3798,36,1,709,1,1,5.6,15.0,0
121,59,596,29,18,1177,1,1,16.3,5.11,0
60,18,47401,237,30,1598,1,1,2.6,14.03,0
17,9,122,2,1,640,1,1,1.9,5.0,1
0,11,27,18,16,168,1,1,1.3,0.05,1
6120,1,178,64,1,1065,1,1,11.9,15.0,0
303,28,8361,162,9,726,1,1,8.4,9.73,0
1,85,429,9,0,40,0,1,0.0,2.57,1
12,418,889,0,0,149,0,0,1.5,5.0,1
1522,74,3141,18,77,1858,1,1,0.9,7.87,0
58,8,29549,57,0,86,1,1,1.8,1.47,1
29,0,2816,6,2,396,0,0,0.8,0.86,1
210,6,589,0,6,58,0,1,0.1,0.39,1
20487,276,10535,2,22,1649,1,1,4.0,11.57,0
28649,284,304469,142,0,1680,1,1,2.2,4.21,0
8,7,7,30,8,38,0,0,0.1,5.0,1
26116,341,51825,23,3,1636,1,1,1.0,13.2,0
3,12,1802,5,8,290,0,0,2.2,5.0,1
10785,863,134635,0,1,2361,1,1,0.6,10.04,0
322,16,100,4,2,1100,0,1,3.5,9.62,0
45962,1,5052,79,6,2437,1,1,2.3,10.65,0
148,319,1,0,1,41,1,0,4.2,0.75,1
6,78,208,4,4,352,0,1,0.8,1.48,1
586214,218,157923,53,6,782,1,1,0.9,4.68,0
2,7,10,2,6,215,0,1,1.5,0.36,1
52,96,117,32,3,2428,1,1,2.1,6.04,0
158,339,544,0,15,98,0,1,3.0,1.81,1
20,540,12738050,4,130,1157,1,1,1.2,4.71,0
160,1,1191,3,7,2,0,1,0.3,3.31,1
66902,1003,749848,6,2,1354,1,1,3.2,2.81,0
12615,131,6443,15,7,2021,1,1,1.1,6.35,0
79,4,8,2,2,66,0,0,1.2,0.64,1
524,46,174665,16,5,902,0,1,11.1,3.93,0
75,1060,1255,195,11,2253,1,1,2.2,7.14,0
26,105,17944,6,1,111,0,0,1.9,1.36,1
49,21,175,20,0,25,1,1,2.9,0.46,1
2,9,275906,1,3,146,1,1,0.7,0.64,1
97,68,30559,3,26,541,1,1,1.8,5.11,0
12,0,20639,0,1,418,1,1,2.6,1.6,1
10775,149,10815,147,6,2882,1,1,2.0,4.77,0
4,260,18,1,0,334,0,0,3.1,0.27,1
567,2,31,10,0,30,0,0,3.3,1.31,1
964,367,41615,19,6,711,1,1,7.6,15.0,0
5,71,339,16,2,787,0,1,1.1,0.27,1
271,32,243,346,8,952,1,1,0.2,7.59,0
6601,221,399,48,5,1242,1,1,9.7,11.47,0
809,120,16672,25,6,1609,1,1,10.8,4.15,0
8562,681,72686,18,3,3738,1,1,5.4,1.21,0
391,5,80,0,31,193,0,0,2.0,5.0,1
10942,25,2694,49,147,1603,1,1,1.9,7.57,0
771,35,25958,94,17,370,1,1,3.0,0.29,0
54,49,22,1,0,97,0,1,3.1,0.07,1
263,2,9131,751,31,1452,1,1,3.7,9.44,0
16,34,5,0,0,571,1,0,1.7,1.14,1
19,23,636,0,0,7,0,1,0.5,0.03,1
81,64,2523909,4,4,2257,1,1,3.9,5.33,0
350,343,78001,12,3,848,1,1,4.1,15.0,0
6954,27,100,19,32,1864,1,1,8.8,9.31,0
45,10,35,5,1,122,0,1,1.6,1.51,1
7903,176,737498,40,32,1379,1,1,0.9,6.57,0
11334,65,903,60,1,1490,1,1,5.9,1.78,0
114,24,142,87,14,1838,1,1,11.6,5.76,0
625,175,52931,17,20,2112,1,1,3.1,3.53,0
23,31,14360,7,1,12,1,0,0.8,0.92,1
59,0,2404,7,8,182,0,0,1.2,2.5,1
5012,54,15708,17,29,2569,1,1,2.2,11.04,0
1,8,11,1,1,351,0,1,0.1,1.1,1
2,24,107,4,0,88,1,1,1.3,0.74,1
5157,35,11525,31,10,127,1,1,8.8,7.57,0
155,397,1640813,11,4,478,1,0,3.9,6.57,0
27887,58,91664,374,8,1991,1,1,1.4,13.44,0
52859,97,39209,151,34,1605,1,1,1.5,10.81,0
1833,36,4425,2,6,1477,0,1,0.5,2.59,0
822,175,2380,3,3,2004,0,1,7.3,11.38,0
85,28,46,0,2,962,0,1,1.4,0.38,1
94,918,100,6,4,1924,1,1,0.5,1.59,0
836,668,2476,18,16,1726,1,0,0.9,15.0,0
2611,97,21341,61,4,2053,1,1,15.3,1.41,0
238,32,1262679,1,0,149,0,1,5.9,0.36,1
16,18,14,1,9,138,1,0,1.8,0.06,1
1350,168,66467,6,4,745,1,1,1.8,12.39,0
4,118,11040,1,12,319,1,1,5.7,10.36,0
34,13,29088,11,0,195,0,1,4.2,2.44,1
128,10,12,1,2,272,0,1,3.8,3.82,1
6047,129,4604704,8,40,1161,0,1,1.0,7.11,0
28,99,28,0,3,156,0,1,0.5,0.41,1
1363,81,55,0,4,309,1,0,0.7,1.5,1
151,7,1286,3,0,139,0,0,2.4,0.06,1
1608,104,7846,61,48,1699,1,1,1.8,8.56,0
7353,12,461,34,47,1227,1,1,2.2,15.0,0
421,11,8779,11,5,570,1,1,2.2,10.9,0
34903,28,6578,24,69,929,1,0,3.3,15.0,0
8168,30,6120,3,2,1723,1,1,2.7,12.98,0
6,0,25,1,2,115,0,1,2.3,0.43,1
31,138,21,2,2,126,1,1,2.2,3.26,1
225,16,5736,0,2,245,0,1,1.2,2.03,1
71,66,634,6,21,1809,1,0,2.2,15.0,0
116,24,3,7,5,812,1,0,0.6,1.82,1
55,4,466,44,1,804,1,0,0.8,0.25,1
88,25,1359712,1,8,1694,1,1,19.9,11.83,0
2270,128,3529,2,44,2217,1,1,1.8,10.99,0
123,7,17,0,0,16,1,1,6.2,5.0,1
25,7,28,4,3,445,0,1,4.5,0.86,1
343,113,30010,7,14,1323,1,1,9.3,5.98,0
499,292,1789,13,0,881,0,0,0.9,3.75,1
