connections,endorsements,recommendations,posts_per_month,profile_views,account_age_days,has_profile_pic,has_summary,has_experience,has_education,skills_count,mutual_connections,is_fake
46,1,0,0.7,39,173,1,0,1,0,1,1,1
12,0,1,0.2,5,138,0,0,0,0,0,1,1
25,15,0,0.5,26,76,1,1,0,0,2,7,1
88,16,1,1.4,41,90,1,1,0,0,5,11,1
146,21,2,1.6,41,756,1,1,1,1,4,16,0
563,3,0,1.3,4,1796,1,1,1,1,4,36,0
31,0,0,0.3,20,128,1,1,0,1,0,10,1
13,0,0,0.1,3,6,0,0,0,1,3,13,1
228,5,4,4.0,203,976,1,1,1,1,3,55,0
3,50,0,0.7,63,354,1,1,1,0,1,13,1
30,6,0,0.1,6,72,0,1,1,1,5,2,1
17,33,1,0.1,3,21,1,0,0,1,2,2,1
235,10,3,2.6,111,320,1,1,1,0,2,24,0
154,4,4,0.8,81,842,1,1,1,1,6,40,0
13,2,0,0.3,2,322,1,1,1,1,1,10,1
62,8,0,0.1,43,223,1,1,0,1,1,6,1
60,15,3,1.7,3,2879,1,1,0,1,9,14,0
20,4,1,1.0,0,376,1,1,0,1,4,4,1
28,1,0,0.2,78,70,0,0,1,1,0,0,1
44,10,2,0.3,5,86,1,1,1,1,0,56,1
395,17,3,8.7,273,1771,1,1,1,1,16,21,0
84,46,2,0.5,12,1216,1,1,1,1,5,30,0
2327,9,5,2.3,48,1796,1,1,1,1,5,35,0
153,19,2,1.3,58,865,1,1,1,1,31,9,0
385,28,4,16.8,71,1694,1,1,1,1,4,23,0
7,1,0,0.1,11,516,1,0,1,0,0,1,1
202,43,2,1.1,199,737,1,1,1,1,13,83,0
14,18,2,1.7,123,623,1,0,1,1,3,120,0
72,19,0,7.3,183,469,1,1,1,1,8,9,0
312,14,3,2.5,284,1255,1,1,1,1,7,9,0
21,3,0,0.2,14,259,1,1,0,1,0,9,1
50,1,2,0.5,77,308,1,1,0,1,1,2,1
357,11,4,2.4,278,514,1,0,0,1,3,8,0
150,8,1,0.7,25,187,0,0,1,0,4,82,1
459,25,5,3.7,13,1050,0,1,1,1,5,45,0
71,12,4,6.3,35,985,1,1,1,0,5,39,0
11,7,0,0.6,112,84,1,0,1,0,0,10,1
450,33,1,6.3,186,1468,1,1,1,1,14,6,0
140,14,2,0.8,417,955,1,1,1,1,31,6,0
9,3,2,0.1,16,71,1,0,0,1,5,7,1
289,32,7,3.8,710,969,1,1,1,1,10,8,0
119,26,4,2.3,59,673,1,1,1,1,6,41,0
439,9,4,6.2,10,1598,1,1,1,1,31,9,0
2476,12,3,2.5,42,1672,1,0,0,1,9,33,0
156,15,4,1.2,53,218,1,1,0,1,2,57,0
424,4,3,6.3,11,1489,1,1,1,1,5,6,0
42,13,1,2.6,152,539,1,1,1,1,4,13,0
84,27,1,2.3,179,1942,1,1,1,1,5,27,0
14,1,0,0.3,22,33,1,0,1,0,0,8,1
44,2,0,0.1,19,367,1,1,0,1,19,1,1
109,11,2,1.1,5,767,1,1,1,1,7,20,0
585,18,1,1.6,28,1314,1,1,1,0,1,1,0
924,5,4,3.1,3,944,1,1,1,1,9,2,0
480,10,6,3.8,567,1184,1,1,1,1,2,32,0
95,2,4,1.4,96,1511,1,1,1,1,5,18,0
10,6,0,0.4,90,15,0,0,0,0,1,6,1
274,6,1,0.0,8,209,1,0,0,1,9,5,1
48,24,5,4.3,87,2000,1,1,1,1,4,135,0
198,16,1,3.9,135,1975,1,1,1,1,1,69,0
56,40,1,0.4,19,129,0,1,1,1,1,8,1
195,7,3,1.2,71,1949,1,1,0,1,8,18,0
369,54,5,1.8,42,432,1,1,1,1,14,2,0
67,5,1,1.6,63,29,0,1,0,0,3,1,1
449,21,2,1.6,41,660,1,1,1,1,2,3,0
77,4,0,0.6,21,142,0,0,0,1,2,20,1
0,1,0,0.4,27,44,1,0,1,0,4,5,1
6,50,1,0.0,9,48,1,0,0,0,11,13,1
255,0,0,0.2,13,31,0,1,0,1,1,38,1
1001,24,6,2.3,695,1628,0,1,1,1,4,7,0
4,23,2,1.2,52,128,0,1,1,1,0,4,1
991,14,4,2.8,8,1975,1,1,1,0,21,82,0
742,12,2,1.9,440,489,1,1,1,1,5,40,0
98,10,1,1.5,10,1762,1,1,1,1,4,4,0
235,6,0,2.4,68,1126,1,1,1,0,11,1,0
60,32,5,4.4,60,308,1,1,1,1,26,8,0
46,7,0,0.2,101,96,1,0,0,0,4,3,1
9,1,0,0.5,57,147,1,1,0,0,2,2,1
497,38,3,2.8,12,1756,1,1,1,1,3,68,0
81,37,1,3.9,16,1644,1,1,1,1,8,6,0
71,1,1,0.5,12,256,0,0,0,0,0,6,1
36,3,0,0.6,6,45,1,1,1,0,1,5,1
362,13,4,1.7,12,1807,1,1,1,1,5,52,0
19,0,2,0.2,4,82,0,0,1,0,2,5,1
411,4,4,6.1,53,338,1,1,1,0,17,41,0
3,2,2,0.7,5,206,1,0,0,1,0,7,1
17,16,0,0.1,7,245,0,0,1,0,2,0,1
511,6,4,3.8,51,1234,1,1,1,1,15,42,0
152,9,2,2.3,4,1725,1,1,1,1,14,19,0
1100,6,3,3.6,40,672,1,0,1,1,4,14,0
427,16,3,1.2,68,2812,1,1,0,0,1,66,0
571,2,2,10.0,35,2115,1,1,1,1,3,32,0
408,19,6,4.7,449,2065,1,0,1,1,35,4,0
219,4,0,0.7,2,113,1,0,0,0,1,1,1
8,4,3,0.8,4,185,0,1,1,1,6,9,1
236,4,0,4.8,21,1623,1,1,1,1,4,3,0
148,15,3,2.0,154,479,1,1,1,1,21,8,0
806,0,0,0.4,27,156,1,0,0,0,9,4,1
17,22,4,3.0,120,1392,1,0,1,1,12,3,0
1388,63,5,2.2,129,2432,1,1,1,1,10,164,0
270,32,2,0.7,139,2491,1,1,1,1,16,15,0
93,0,0,0.4,1,189,1,1,1,0,6,4,1
81,13,6,5.5,121,30,1,1,1,1,3,31,0
406,9,2,1.1,58,30,1,1,1,1,10,37,0
31,7,0,0.3,9,38,1,1,1,0,2,1,1
135,21,4,4.3,41,2349,1,1,1,1,18,13,0
144,41,1,5.1,86,1911,1,1,1,1,3,31,0
4,1,0,0.7,44,304,1,0,0,0,1,6,1
115,14,4,5.5,110,1404,1,1,1,1,1,46,0
93,43,0,8.0,35,947,1,1,1,1,8,34,0
1122,5,1,2.0,29,2725,1,1,1,1,5,20,0
184,70,3,1.8,43,2499,1,1,1,1,10,5,0
3,3,0,0.9,56,582,0,1,0,1,13,18,1
171,0,1,1.2,0,175,1,1,0,0,7,13,1
563,6,2,2.6,18,1605,0,1,1,1,2,41,0
221,38,2,2.6,61,2222,1,0,1,1,20,27,0
388,9,4,8.1,93,595,0,1,1,0,5,5,0
590,43,6,1.3,129,1120,1,1,1,1,21,5,0
48,0,0,0.3,35,161,1,1,0,1,7,17,1
170,12,2,11.0,15,1682,1,0,1,1,7,7,0
4,1,1,0.2,9,506,0,0,0,1,2,3,1
31,4,1,0.8,13,13,1,1,1,0,3,5,1
136,7,3,0.6,162,440,1,0,1,1,6,23,0
21,0,0,0.1,399,211,1,1,0,1,1,4,1
132,2,0,0.5,37,378,0,0,0,0,0,31,1
421,35,2,5.4,10,1644,1,1,1,1,14,2,0
767,10,1,3.7,135,2426,1,1,1,1,9,60,0
11,0,0,0.3,9,318,1,1,1,0,2,1,1
25,18,0,0.5,11,7,1,1,1,0,0,9,1
474,20,3,0.6,11,1727,1,1,1,1,5,80,0
16,10,1,0.2,34,11,1,1,1,0,0,2,1
91,2,1,0.1,4,513,0,1,0,1,3,9,1
28,41,0,0.4,9,140,1,0,0,1,3,11,1
90,0,1,0.1,13,422,1,0,1,0,0,0,1
81,14,2,0.6,46,593,1,0,1,1,14,41,0
128,14,4,2.1,23,466,1,1,1,1,6,31,0
74,0,0,0.8,33,969,0,1,0,1,1,3,1
239,4,2,1.9,157,2387,1,1,1,1,8,16,0
41,1,0,0.9,34,31,1,1,1,1,1,6,1
141,4,1,4.2,27,1118,1,1,1,1,13,35,0
15,13,0,0.4,0,45,0,0,0,0,0,26,1
26,44,4,2.0,60,194,1,1,1,1,18,57,0
785,8,0,0.0,1,113,1,1,0,0,2,4,1
0,13,2,0.2,54,92,0,0,1,1,2,0,1
54,1,0,1.7,43,59,0,0,1,0,14,1,1
320,7,2,3.2,13,2275,1,1,1,1,17,35,0
115,34,2,2.1,32,460,1,0,1,1,6,49,0
358,6,1,0.4,28,1092,1,1,1,0,16,9,0
34,1,1,2.0,32,613,0,1,1,1,0,13,1
278,28,2,2.8,57,1120,1,1,1,1,4,13,0
730,9,3,2.6,10,416,1,1,1,1,2,128,0
467,9,4,1.8,7,288,1,1,1,1,7,128,0
210,7,3,2.3,597,1200,1,1,1,1,49,24,0
18,15,3,1.3,1,15,1,0,1,1,0,3,1
106,17,4,1.7,14,1493,1,1,1,1,4,9,0
78,4,0,3.0,90,1177,1,1,1,1,6,11,0
25,2,1,0.2,7,51,0,1,0,1,0,1,1
949,2,4,2.0,10,260,1,1,1,1,17,7,0
4,2,0,0.5,3,50,0,1,0,1,6,4,1
555,4,2,1.9,9,1026,1,1,0,1,12,11,0
205,32,1,2.4,72,1940,1,1,1,1,22,12,0
172,64,1,3.1,63,1372,1,1,1,1,4,23,0
125,3,4,1.6,17,862,1,1,1,1,1,16,0
117,25,4,2.0,37,457,1,1,1,1,7,24,0
429,15,4,1.7,32,1013,1,1,1,1,4,2,0
15,2,1,0.1,47,835,1,0,1,1,1,110,1
75,25,0,1.4,12,1170,1,0,1,0,3,9,0
364,10,2,2.1,136,1606,1,1,1,1,4,19,0
17,0,1,1.0,5,108,1,0,0,0,1,1,1
491,11,3,1.4,9,535,1,1,1,0,9,13,0
1153,14,0,2.4,89,1652,1,1,1,1,8,12,0
106,26,0,3.3,168,2530,1,1,1,1,3,9,0
2107,5,3,1.5,349,1074,0,1,1,1,11,2,0
420,0,3,2.2,10,1830,1,1,1,1,3,154,0
42,4,0,0.5,10,137,1,1,1,0,0,7,1
179,6,5,2.3,57,1909,0,1,1,1,43,3,0
175,14,0,0.5,3,400,1,1,1,0,3,2,1
256,0,1,0.8,6,382,0,0,1,1,8,3,1
63,2,5,1.4,7,1631,1,1,1,1,3,145,0
193,9,2,12.7,24,1204,0,1,1,1,4,19,0
452,52,4,1.9,8,874,1,1,1,1,18,6,0
325,26,4,1.8,24,950,1,1,1,1,2,20,0
179,5,1,0.5,215,1426,1,1,0,1,7,55,0
134,4,1,0.3,53,152,1,1,0,0,4,2,1
99,26,2,1.5,22,30,1,0,1,0,4,40,0
557,10,3,1.4,16,1786,0,1,1,1,12,2,0
499,19,2,5.5,185,1885,1,1,0,1,3,10,0
195,13,2,2.2,112,394,1,1,1,1,2,8,0
12,36,1,0.1,19,69,0,1,1,1,1,12,1
1605,55,2,1.2,1215,1454,1,1,1,1,7,2,0
150,19,0,2.4,37,990,1,1,1,1,15,26,0
75,0,1,0.7,5,235,1,0,1,1,8,0,1
1,9,1,0.0,19,172,1,1,1,0,14,2,1
46,1,1,1.0,14,40,0,0,1,0,1,15,1
45,7,1,0.1,91,82,1,0,0,1,1,11,1
70,25,2,4.3,60,2054,1,1,1,1,11,24,0
13,12,0,0.1,2,105,1,1,1,1,15,10,1
346,37,0,1.6,119,982,1,1,1,1,15,6,0
636,4,2,2.0,59,1881,1,1,1,1,7,79,0
15,2,2,0.4,43,300,1,0,1,0,9,1,1
91,5,5,5.0,769,1894,1,1,1,1,2,73,0
180,4,3,2.1,10,604,1,1,1,1,16,7,0
249,94,3,0.6,36,1356,1,1,1,1,18,6,0
5,0,0,0.4,2,1314,0,0,1,0,3,3,1
58,6,2,2.0,233,462,1,0,1,1,8,37,0
16,6,0,0.2,15,489,0,1,1,0,2,5,1
74,31,2,3.6,31,1757,1,1,1,0,7,10,0
53,5,1,2.3,9,2433,1,0,1,1,17,27,0
251,74,5,2.4,2,943,1,0,1,1,4,29,0
48,6,0,0.4,0,292,1,0,1,1,0,18,1
154,0,0,0.2,121,117,1,1,0,0,8,1,1
66,52,3,0.7,181,876,1,1,1,1,1,76,0
1,3,1,0.3,9,151,1,0,0,0,0,9,1
94,5,2,1.4,23,1772,1,0,1,1,12,161,0
121,46,1,6.8,70,1242,1,1,1,1,2,29,0
28,3,0,1.0,15,516,1,1,0,0,6,14,1
44,1,0,0.6,3,18,1,0,0,1,0,3,1
734,10,2,5.9,78,1205,1,0,1,1,7,16,0
354,22,3,8.5,63,1162,1,1,1,1,8,5,0
6,1,0,0.0,3,636,1,1,0,0,26,15,1
519,5,2,2.6,33,1062,1,1,0,1,2,4,0
878,5,1,3.7,2262,575,1,1,1,1,12,21,0
440,10,2,3.3,93,1711,1,1,1,1,19,51,0
442,3,0,0.4,1760,1321,1,1,1,1,2,38,0
422,9,6,1.2,48,1227,1,1,1,1,21,8,0
19,1,1,0.2,2,212,0,1,1,0,1,1,1
59,79,5,6.7,36,2310,1,1,1,1,11,5,0
46,3,1,0.4,14,418,1,0,1,1,4,1,1
1246,10,2,6.6,33,1602,1,1,1,0,2,58,0
466,8,3,6.0,29,912,1,1,1,0,4,10,0
46,21,1,1.5,1,202,0,0,0,1,1,0,1
6,5,0,0.0,15,38,1,0,0,1,0,23,1
59,6,2,0.7,138,1337,0,1,1,1,2,8,0
16,1,1,0.5,128,355,0,1,1,0,1,0,1
278,10,3,16.8,70,1205,1,1,1,1,8,62,0
36,27,3,3.4,15,2656,1,1,1,1,9,40,0
117,7,5,4.9,11,476,1,1,1,1,15,20,0
858,27,1,4.9,26,1529,1,1,1,1,13,8,0
109,2,0,0.4,5,25,1,1,0,0,1,2,1
137,22,3,0.9,145,1480,1,1,1,1,6,41,0
13,12,0,0.2,1,76,1,1,0,1,5,2,1
409,12,3,1.4,125,1656,0,0,1,1,9,17,0
6,1,0,0.2,26,322,0,0,1,1,24,5,1
2,1,0,0.1,10,105,1,1,1,1,7,0,1
28,0,1,0.6,19,68,1,0,0,0,3,6,1
214,8,3,0.8,6,1292,1,1,1,1,6,41,0
182,77,2,1.5,7,2523,1,1,0,1,10,13,0
182,6,4,3.4,63,1461,1,1,1,1,30,22,0
29,10,4,0.7,12,445,1,1,1,1,7,32,0
533,0,0,0.0,53,302,1,1,1,1,2,5,1
10,1,2,0.1,32,375,1,1,0,0,20,20,1
58,11,3,1.3,66,2157,1,1,1,1,1,69,0
55,0,0,0.4,7,90,0,0,1,1,3,2,1
786,22,4,1.1,61,1622,1,1,1,1,15,0,0
486,41,3,3.1,9,607,1,1,1,1,10,10,0
264,1,2,1.0,105,952,1,0,1,1,6,7,0
66,2,0,0.4,68,31,1,0,1,0,6,1,1
153,2,6,1.3,21,924,1,1,1,1,21,29,0
216,34,2,7.8,36,1781,1,1,1,0,7,3,0
483,9,2,2.7,22,1672,1,1,1,1,34,50,0
485,7,5,19.5,42,1627,1,1,1,1,2,59,0
72,0,0,0.5,22,118,1,0,0,0,8,1,1
366,18,2,1.7,21,728,1,1,1,1,5,5,0
108,17,1,0.5,45,1,1,0,0,1,5,1,1
49,15,3,10.1,534,2144,1,0,1,0,12,13,0
98,23,1,1.2,5,1183,0,1,1,1,6,13,0
74,4,0,1.2,5,213,1,1,0,1,6,1,1
50,5,0,0.4,7,1,1,1,0,0,30,7,1
92,99,2,5.8,31,1601,1,1,1,1,9,10,0
99,20,0,0.2,0,95,0,1,0,0,1,2,1
76,0,0,0.2,386,140,1,0,1,1,3,0,1
913,8,3,1.4,7,2061,1,1,1,1,22,16,0
330,7,7,3.3,65,152,1,1,1,1,7,10,0
114,6,5,21.6,76,680,1,0,0,0,7,20,0
201,18,0,13.1,48,1193,1,1,1,1,5,9,0
38,1,0,0.1,42,578,1,0,0,1,0,4,1
53,1,0,0.2,5,135,0,1,0,0,2,2,1
17,25,1,0.2,14,111,1,1,0,1,9,3,1
454,19,1,1.6,58,653,1,0,1,1,6,20,0
143,5,1,0.1,27,976,1,0,1,0,0,12,1
173,6,0,3.3,29,715,1,1,1,1,13,2,0
553,1,2,3.5,54,1124,1,1,1,1,2,21,0
33,0,0,0.3,103,27,0,0,0,1,4,0,1
151,5,4,5.2,0,1448,1,1,1,1,8,6,0
800,14,1,1.7,17,212,1,1,1,1,19,48,0
441,24,4,2.1,21,1952,1,1,1,1,4,219,0
407,2,1,1.0,7,1212,1,1,1,1,14,48,0
238,8,4,5.7,64,94,1,1,1,1,3,9,0
43,1,1,0.2,62,541,0,1,0,1,2,3,1
469,5,0,4.5,36,705,1,1,1,1,13,38,0
8,5,0,0.1,2,633,0,0,1,0,2,10,1
32,2,1,0.3,16,36,1,1,1,1,1,2,1
625,2,2,1.2,35,287,1,0,1,1,11,2,0
36,0,0,0.2,45,130,0,0,1,0,14,3,1
125,2,0,0.5,6,147,1,0,1,0,1,8,1
30,1,1,0.3,1,86,0,0,0,0,0,7,1
55,0,0,1.6,44,305,0,0,1,0,3,9,1
5,1,1,0.0,40,94,1,0,0,0,1,6,1
247,14,5,2.9,316,1358,1,1,1,1,11,27,0
1139,10,3,4.0,13,1023,1,1,1,1,5,11,0
934,8,3,21.2,109,975,0,1,1,1,13,15,0
310,42,3,1.9,67,736,0,1,1,1,9,26,0
795,14,1,4.4,31,1884,1,1,1,1,11,37,0
2370,11,5,1.8,145,508,1,1,1,1,6,38,0
14,5,0,0.7,3,187,1,0,1,0,1,2,1
272,9,2,0.0,12,340,1,1,0,0,0,7,1
617,31,3,3.8,31,1961,1,1,1,1,16,13,0
118,0,1,0.4,1,181,1,0,0,0,30,55,1
40,12,0,0.0,72,107,1,1,0,0,6,0,1
52,0,0,0.9,9,303,1,1,1,0,7,1,1
57,1,1,0.0,5,533,1,1,0,0,2,29,1
80,1,0,1.0,35,77,0,0,0,1,8,0,1
231,8,2,1.6,17,1560,1,0,1,1,8,48,0
262,26,2,2.0,30,1010,1,1,1,1,5,9,0
95,14,2,5.3,88,2846,1,1,1,1,4,277,0
44,5,4,1.4,16,772,1,1,1,1,17,91,0
4,0,0,0.0,1,24,1,1,0,0,3,1,1
48,4,3,0.2,215,1546,1,1,1,1,5,5,0
198,6,4,0.5,64,1850,1,1,1,0,5,46,0
817,21,2,4.7,219,1366,1,1,1,1,6,18,0
293,14,2,6.3,15,1388,1,1,1,1,3,16,0
143,10,4,2.6,239,918,1,0,1,1,2,22,0
6,0,0,0.5,4,96,1,0,1,0,5,4,1
27,0,0,1.4,71,60,1,1,1,0,1,22,1
344,3,2,1.8,85,1217,0,1,1,1,4,25,0
259,10,2,1.2,20,1263,1,1,1,1,2,22,0
130,7,4,3.6,181,1306,1,0,1,0,16,8,0
262,2,2,9.5,80,1338,1,1,1,1,9,1,0
518,4,5,2.2,42,878,1,1,1,1,11,10,0
72,9,0,0.7,58,526,1,0,0,1,2,19,1
42,30,4,1.8,21,481,1,1,1,1,4,13,0
1952,18,2,4.9,54,1387,1,1,1,1,33,35,0
409,5,6,1.9,27,2181,1,1,1,1,1,59,0
1074,29,2,1.0,2,1671,1,1,0,1,27,3,0
190,76,2,4.1,134,454,1,1,1,1,19,35,0
117,2,2,0.2,11,83,0,1,1,0,5,2,1
321,11,3,5.4,50,1779,1,1,1,1,10,26,0
11,2,0,0.5,8,100,1,1,0,0,13,0,1
91,10,0,7.3,206,404,1,0,1,1,7,5,0
626,5,2,3.5,976,204,1,1,1,1,3,16,0
30,1,0,0.8,44,100,1,0,0,0,0,2,1
287,26,3,0.4,120,1127,1,1,1,1,2,24,0
74,1,0,0.8,20,121,1,0,0,1,1,7,1
145,7,2,2.6,33,740,1,1,1,1,6,19,0
78,1,0,0.1,57,19,0,0,0,1,0,0,1
6,6,0,0.9,22,114,1,0,1,1,0,2,1
1059,10,4,1.2,52,1007,1,1,1,1,6,66,0
133,29,3,3.8,7,499,1,1,1,1,10,225,0
1088,18,4,0.2,853,1641,1,1,1,1,45,11,0
23,9,0,2.5,16,215,0,1,1,0,8,0,1
31,2,0,0.2,2,99,0,0,1,1,4,3,1
99,0,1,0.0,1,51,1,1,1,0,1,10,1
127,3,3,8.3,11,1037,1,1,1,1,14,41,0
141,3,0,0.4,20,64,1,1,0,1,1,4,1
695,23,2,3.1,5,400,1,0,1,1,4,15,0
611,9,2,1.8,55,473,1,0,1,0,5,2,0
1580,1,4,1.0,343,1668,1,0,1,1,15,9,0
102,3,0,0.1,99,194,1,0,0,1,8,7,1
438,18,3,2.6,38,401,1,1,0,1,5,6,0
5,0,1,0.0,3,50,0,0,1,0,0,3,1
13,5,8,3.4,88,1115,1,1,1,1,14,6,0
183,0,0,0.3,207,12,1,0,1,1,0,1,1
260,10,1,0.2,7,221,1,1,1,0,0,4,1
182,3,0,0.2,0,144,1,1,1,1,1,1,1
27,7,0,0.3,3,378,0,0,0,1,6,2,1
214,26,5,5.1,8,2103,1,1,1,1,2,84,0
8,5,0,0.4,15,1079,0,0,1,0,0,2,1
140,1,5,1.4,27,1138,1,1,1,1,4,24,0
11,1,0,0.1,98,8,0,1,0,1,3,2,1
268,2,3,2.5,504,591,1,1,1,1,5,27,0
63,4,1,0.1,110,260,1,1,1,0,1,9,1
238,6,2,0.8,32,1234,1,1,1,1,5,21,0
62,13,2,0.8,261,30,1,1,1,1,10,11,0
592,3,3,7.9,244,1817,1,1,1,1,9,15,0
10,0,0,0.0,1,173,0,0,1,0,8,1,1
130,3,0,0.7,29,364,1,1,0,1,0,23,1
105,10,3,13.3,13,1807,1,0,1,1,6,81,0
122,4,2,2.9,28,1905,1,1,1,1,8,23,0
27,56,4,5.2,46,1363,1,1,1,1,2,11,0
1,0,0,0.1,23,122,1,1,1,1,0,2,1
737,16,2,10.8,81,2333,1,1,1,1,6,47,0
53,1,1,0.7,44,107,0,0,0,0,4,12,1
192,8,4,1.0,182,1389,1,1,1,1,14,3,0
24,0,0,0.5,4,128,0,0,0,0,0,27,1
565,17,2,3.7,28,1309,1,1,1,1,10,10,0
275,53,4,1.9,41,1026,1,1,1,1,2,5,0
5000,28,3,2.4,22,931,1,1,1,1,18,18,0
29,0,0,0.2,29,260,1,0,0,0,1,1,1
4,0,0,0.1,18,20,1,1,0,1,2,19,1
76,0,0,0.1,242,174,0,0,0,0,2,0,1
143,10,5,3.1,151,1448,1,1,1,1,4,17,0
1551,16,1,1.6,26,750,1,1,1,1,1,58,0
8,13,0,0.4,8,249,0,0,1,1,0,5,1
294,27,3,1.1,35,1520,1,1,1,1,3,28,0
55,2,1,0.5,1,123,0,0,0,0,1,4,1
913,56,6,2.4,48,949,1,1,1,1,6,64,0
576,24,2,0.9,98,1290,1,1,1,1,3,39,0
403,45,4,1.5,160,1531,1,1,1,1,2,12,0
32,14,0,0.1,18,509,0,1,1,0,1,9,1
59,16,3,6.3,27,1176,1,1,1,1,19,9,0
299,5,1,1.0,202,1775,1,1,1,1,0,23,0
323,1,1,16.5,63,2406,1,0,1,1,8,14,0
30,4,0,0.0,321,150,0,0,1,0,4,4,1
134,35,6,3.2,4,849,1,1,1,1,4,12,0
196,8,3,2.5,628,784,1,1,1,1,2,9,0
33,4,0,1.4,20,31,1,1,0,1,1,3,1
88,2,0,1.2,12,50,0,0,1,0,2,2,1
23,0,1,0.1,0,356,0,1,1,1,12,4,1
1308,7,1,2.1,681,1726,1,0,1,1,11,14,0
123,5,1,0.7,121,1203,1,1,1,1,7,27,0
13,7,2,0.0,16,645,1,1,1,1,8,5,1
2,5,0,0.4,34,65,0,1,0,1,6,4,1
313,6,2,6.0,12,1804,1,1,1,1,20,76,0
172,1,1,0.1,0,149,1,1,0,0,5,5,1
101,0,0,0.3,49,130,1,0,0,0,2,4,1
195,5,2,3.2,33,838,1,1,1,1,10,8,0
22,1,0,0.6,132,292,1,0,0,0,10,2,1
59,16,1,2.2,48,2258,1,1,1,1,2,23,0
54,4,0,0.4,12,158,1,1,1,0,1,11,1
138,26,5,1.3,153,1338,1,0,1,1,2,23,0
95,3,4,5.0,9,1142,1,0,1,1,8,9,0
406,23,6,0.7,38,314,1,1,1,1,15,4,0
6,0,1,0.5,22,316,1,1,1,0,0,7,1
329,25,3,2.4,374,898,1,1,1,1,10,45,0
256,0,0,0.2,10,474,1,1,1,0,1,10,1
10,6,1,0.3,214,126,1,0,0,0,4,31,1
85,0,0,0.1,3,83,0,0,1,0,2,2,1
341,5,3,3.9,30,1894,1,0,0,1,17,10,0
1,9,2,0.3,6,154,1,1,1,0,2,1,1
113,9,2,16.8,100,460,1,1,0,1,6,74,0
349,31,1,5.4,269,1144,1,1,1,1,5,32,0
561,27,4,3.1,100,1697,1,0,1,1,16,12,0
210,13,4,2.7,31,1023,1,1,1,1,12,10,0
169,41,2,2.0,5,1526,0,1,1,0,5,6,0
53,1,0,0.5,44,219,1,1,0,1,0,1,1
1912,5,2,4.0,117,1022,1,1,1,0,4,52,0
657,1,0,1.2,111,68,0,0,1,0,1,24,1
961,40,2,5.4,1637,1090,1,1,1,1,10,30,0
127,27,5,3.1,137,1374,1,1,1,1,2,12,0
141,36,4,1.8,25,1332,1,1,1,1,8,27,0
102,9,0,0.7,8,49,1,1,1,0,1,3,1
5,2,1,0.5,11,153,0,0,1,1,4,4,1
34,5,3,0.9,23,1443,1,1,1,1,2,2,0
84,8,0,12.5,76,779,1,1,1,1,6,14,0
9,1,0,0.5,1441,242,1,0,1,0,11,3,1
1,5,0,0.5,8,78,0,1,1,0,0,9,1
1415,6,6,4.8,12,1713,1,1,1,1,5,68,0
32,4,1,0.5,0,306,0,0,0,1,1,1,1
15,0,2,0.3,5,151,1,0,0,0,3,23,1
39,7,1,2.0,14,180,1,1,1,0,1,4,1
157,11,4,1.9,19,709,1,1,1,1,27,142,0
150,8,3,2.4,58,957,1,0,1,1,8,24,0
63,0,0,0.4,3,261,1,1,0,0,4,3,1
59,9,3,9.3,83,1815,1,0,1,1,3,66,0
6,0,0,0.2,24,64,0,0,0,0,2,17,1
249,10,4,1.9,9,1289,1,1,1,1,2,31,0
576,12,4,2.3,111,1565,1,1,1,1,16,6,0
644,12,6,1.6,232,112,1,1,1,1,13,57,0
23,50,0,0.0,1,386,1,1,1,0,0,34,1
7,9,0,0.7,23,167,0,0,0,0,8,3,1
522,2,2,3.8,119,615,1,1,1,1,15,40,0
381,5,0,0.4,30,662,1,0,1,1,11,3,1
64,16,2,1.4,320,1085,1,1,1,0,22,27,0
461,12,2,2.2,55,1216,1,1,1,1,7,19,0
74,15,3,1.5,115,526,1,0,1,1,10,10,0
37,0,1,0.1,0,434,1,1,0,1,0,7,1
372,13,4,0.5,21,1124,1,1,1,0,3,207,0
70,9,4,2.0,42,2056,1,1,1,1,17,95,0
7,0,0,1.0,30,284,1,1,0,1,3,1,1
119,11,2,1.1,29,1162,1,1,1,1,3,19,0
84,22,0,1.4,11,1309,1,0,1,1,6,5,0
11,2,0,0.2,32,540,1,0,0,0,2,5,1
4,10,0,1.3,44,90,0,0,0,1,0,13,1
39,0,0,0.0,12,166,1,1,1,0,1,1,1
71,9,3,1.7,3,1297,1,1,1,1,1,15,0
110,30,2,1.0,53,1266,1,0,0,1,13,15,0
133,5,10,3.2,4,984,1,1,1,1,7,6,0
19,2,1,0.2,10,38,1,1,1,1,2,6,1
63,2,0,0.0,11,377,1,1,1,1,0,3,1
290,9,5,3.6,39,1306,1,1,1,1,3,21,0
56,0,1,0.0,265,118,0,0,0,0,4,11,1
405,12,6,2.7,11,1022,1,1,1,0,7,6,0
1184,3,1,1.7,23,774,1,1,1,1,26,33,0
957,10,1,1.6,144,699,1,0,1,1,2,38,0
823,6,2,4.7,139,148,1,0,1,1,5,18,0
59,19,1,0.4,33,288,1,1,1,1,1,14,1
34,13,1,1.0,21,1776,1,1,1,1,4,24,0
156,7,8,3.0,8,664,1,1,1,1,19,38,0
107,1,1,0.6,5,81,1,1,0,1,5,6,1
233,4,1,5.5,21,1616,1,1,0,1,1,31,0
